flow_duration,Header_Length,Protocol type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Label,Category,Binary
0.0,0.0,0.99,63.36,38.96802605112674,38.96802605112674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,442.98,42.0,43.98,42.13837885257158,0.5012957825956111,42.18,83483197.95049623,9.5,9.180184128766932,0.7103016737435851,2.31574913152718,0.11,141.55,DDoS-ICMP_Flood,1,1
0.0945235586166381,31691.0,17.0,64.0,6808.265943141789,6808.265943141789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83106628.82585168,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood,1,1
0.0,53.46,5.94,63.36,42.36756298107032,42.36756298107032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.84,54.0,54.84,54.06886437942862,0.2267935362298757,54.06,83075965.80310923,9.5,10.398929764035213,0.3211886212069897,0.3763176472671922,0.14,141.55,DDoS-TCP_Flood,1,1
0.0,54.0,6.0,64.0,1.66218864656053,1.66218864656053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83088884.13706882,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-SYN_Flood,1,1
0.0,54.0,6.0,64.0,1.7093169564870994,1.7093169564870994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83318211.54907934,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood,1,1
0.0,54.0,6.0,64.0,2.42369861036327,2.42369861036327,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83344164.29259253,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood,1,1
1.6828591752052309,126.36,6.0,64.0,2.7998736326550464,2.7998736326550464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83365550.24488385,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS-SynonymousIP_Flood,1,1
0.0,182.0,17.0,64.0,5.317159986517205,5.317159986517205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1911.0,182.0,182.0,182.0,0.0,182.0,83003715.08872858,9.5,19.078784028338912,0.0,0.0,0.0,141.55,DoS-UDP_Flood,4,1
4.543574125766754,108.0,6.0,64.0,0.4401821295582092,0.4401821295582092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82946736.32618855,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS-TCP_Flood,4,1
0.1289777946472168,76.68,6.0,64.0,6.734640068196243,6.734640068196243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82972407.11273754,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS-SYN_Flood,4,1
7.442748665809631,966299.0,6.0,231.0,118.30300897478745,118.30300897478745,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,35.0,879.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,363.0,66.0,66.0,66.0,0.0,66.0,0.0004304885864257,5.5,11.489125293076055,0.0,0.0,0.0,38.5,BenignTraffic,0,0
0.0,0.0,47.0,64.0,33.63272899309593,33.63272899309593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6216.0,592.0,592.0,592.0,0.0,592.0,83693980.68931298,9.5,34.409301068170514,0.0,0.0,0.0,141.55,Mirai-greeth_flood,7,1
0.8048728156089783,1120271.1,17.0,64.0,2509.3942942552785,2509.3942942552785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5817.0,554.0,554.0,554.0,0.0,554.0,83789106.1779717,9.5,33.28663395418648,0.0,0.0,0.0,141.55,Mirai-udpplain,7,1
0.0005375218391418,1.48,44.71,63.13,43.19444970658499,43.19444970658499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5760.86,423.72,578.0,550.48535774511,54.84994028454317,552.24,83663884.06826653,9.5,33.13768169652299,77.66464252436184,10654.197483248634,0.3,141.55,Mirai-greip_flood,7,1
0.0030050206184387,5.78,1.32,65.28,10.477592208130613,10.477592208130613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9412.04,337.52,1456.4,867.0477060595065,546.4376580853541,921.16,83253547.85575129,9.5,41.45053500497343,772.6745841380538,314343.90243200416,0.95,141.55,DDoS-ICMP_Fragmentation,1,DDoS-ICMP_Fragmentation
0.0,744.16,5.99,64.63,10.405778584355996,10.405778584355996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9865.74,352.22,1502.6,958.9705678350716,545.6859117697085,924.88,83339730.05106045,9.5,43.67154536818553,771.7355123703433,313743.00744934444,0.95,141.55,DDoS-ACK_Fragmentation,1,1
3.501006531715393,358659.55,15.32,69.83,74.1897655702472,74.1897655702472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7824.58,158.24,1444.88,743.3083938820896,550.5990054243655,771.78,83371083.33892171,9.5,38.07615604228834,778.8137573280197,325764.9221934612,0.95,141.55,DDoS-UDP_Fragmentation,1,1
23.98860607147217,2702171.8,6.0,57.0,76.14031089908,76.14031089908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,380.5,1826.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,44616.8,75.0,4410.0,2888.407193294752,1306.5319189514128,2527.6,166612378.8486707,13.5,75.9902557363694,1852.378094277426,1716477.6897668843,1.0,244.6,MITM-ArpSpoofing,3,1
12139.97054414749,48786.9,9.9,99.9,1.733876851437212,1.733876851437212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.5,370.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2797.2,60.0,373.0,180.16050431122025,126.6337619548834,204.3,166860705.4370444,13.5,18.93292845969849,178.68198105377962,15994.126179868492,1.0,244.6,DNS_Spoofing,3,1
0.0,58.0,6.0,46.6,91.703497482017,91.703497482017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,899.0,58.0,58.0,58.0,0.0,58.0,166430647.0716541,13.5,10.770329614269006,0.0,0.0,0.0,244.6,Recon-OSScan,5,1
43.26482105255127,63789.3,8.2,119.0,15.073779651860692,15.073779651860692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,212.8,440.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,786.5,75.0,243.5,140.30384920634918,66.4546298426533,137.5,0.015186595916748,5.5,16.700267665706246,93.98103880596412,5146.645294957798,0.9,38.5,Recon-HostDiscovery,5,1
0.0136581897735595,112.0,6.0,64.0,147.999629595944,147.999629595944,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,837.0,54.0,54.0,54.0,0.0,54.0,166429229.34759063,13.5,10.392304845413264,0.0,0.0,0.0,244.6,Recon-PortScan,5,1
