MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc,Names Atk
148.55950802188372,254.73528142981044,58235.609295419206,188.17415140392265,261.125667702372,58868.377557030966,407.3011547183895,297.36602768109435,60890.170201642526,4016.138437436717,336.789667001443,60098.14381465903,37977.66442791623,342.0999501275843,59754.272830493566,148.55950802188372,254.73528142981044,58235.609295419206,188.17415140392265,261.125667702372,58868.377557030966,407.3011547183895,297.36602768109435,60890.170201642526,4016.138437436717,336.789667001443,60098.14381465903,37977.66442791623,342.0999501275843,59754.272830493566,58.536011180742854,554.0000000000001,7.62939453125e-06,554.0000000000001,5.820766091346741e-11,0.0,0.0,76.58382981240324,554.0000000000001,0.0,554.0000000000001,0.0,0.0,0.0,195.6623748768096,553.9999420264327,0.1692304313873066,553.9999420264327,0.0286389389075338,0.0,0.0,2250.273591053768,553.9077416018267,6.750343479014124,553.9077416018267,45.5671370846685,0.0,0.0,21689.92399210121,553.8554440195703,8.449245996267742,553.8554440195703,71.38975790544646,0.0,0.0,58.536011180742854,0.0067174036093167,0.0013894403456337,76.58382981240324,0.0075562457504532,0.0014384344361763,195.6623748768096,0.0077231672601791,0.0010103879182466,2250.273591053768,0.006436881596565,34.647117565695424,21689.92399210121,3130.213819183649,4719266033811.438,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,udp
115.06423042467922,287.3742343462842,60590.46883886452,160.1823885580757,307.4646653739283,60981.34755937454,424.9705427301672,329.1089790958759,60502.822393747025,4111.684994411896,340.550654561434,59861.516261604425,16834.37232308953,343.9226280178773,59623.46884751727,115.06423042467922,287.3742343462842,60590.46883886452,160.1823885580757,307.4646653739283,60981.34755937454,424.9705427301672,329.1089790958759,60502.822393747025,4111.684994411896,340.550654561434,59861.516261604425,16834.37232308953,343.9226280178773,59623.46884751727,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507656000.245094,0.0,1.0,1507656000.245094,0.0,1.0,1507656000.245094,0.0,1.0,1507656000.245094,0.0,1.0,1507656000.245094,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
121.1203687509502,459.94605589938385,37616.50398482266,205.42651929037635,426.58133540419266,46709.30422294983,651.1454879070544,419.4678297997672,48359.98726001958,6558.596170136473,432.5717475898588,45239.92778253369,21347.599728840974,430.9795890377343,45635.57765524962,121.1203687509502,459.94605589938385,37616.50398482266,205.42651929037635,426.58133540419266,46709.30422294983,651.1454879070544,419.4678297997672,48359.98726001958,6558.596170136473,432.5717475898588,45239.92778253369,21347.599728840974,430.9795890377343,45635.57765524962,98.05999827133483,553.999741229672,0.357536676687227,553.999741229672,0.1278324751765467,0.0,0.0,152.44300897621167,553.9913497814293,2.0671558110924497,553.9913497814293,4.273133147333284,0.0,0.0,473.9562400815883,553.8554145450563,8.450107087411308,553.8554145450563,71.40430978871882,0.0,0.0,4947.430020961129,553.9001833586727,7.021357237253568,553.9001833586727,49.299457453133066,0.0,0.0,16033.706115826368,553.9228224698946,6.17411884407158,553.9228224698946,38.11974350071978,0.0,0.0,98.05999827133483,0.0031523318523616,0.0001214074575592,152.44300897621167,0.0032849885474109,0.0001211624380751,473.9562400815883,0.003074685299938,0.1124584401268591,4947.430020961129,6620.704500074884,9981696228850.805,16033.706115826368,64116.00925715037,96660766059245.4,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,udp
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1505913431.1374464,0.0,1.0,1505913431.1374464,0.0,1.0,1505913431.1374464,0.0,1.0,1505913431.1374464,0.0,1.0,1505913431.1374464,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
176.62655694863042,216.80327060771708,52873.55000693542,260.4270208527691,270.4646934707592,59674.17137678541,687.8893409887056,344.98493134930635,59566.12282576317,6421.715154017054,379.5128800950641,55748.115939178584,54969.46014579587,382.7462499036132,55268.2435325337,176.62655694863042,216.80327060771708,52873.55000693542,260.4270208527691,270.4646934707592,59674.17137678541,687.8893409887056,344.98493134930635,59566.12282576317,6421.715154017054,379.5128800950641,55748.115939178584,54969.46014579587,382.7462499036132,55268.2435325337,56.06401175248068,553.9999999999999,1.52587890625e-05,553.9999999999999,2.3283064365386963e-10,0.0,0.0,110.95282007138522,553.9999999999994,2.1579186437577742e-05,553.9999999999994,4.656612873077394e-10,0.0,0.0,396.8381844092043,553.9999983794011,0.028294445630843,553.9999983794011,0.0008005756535567,0.0,0.0,4153.681194242987,553.9670588223665,4.033838944478099,553.9670588223665,16.27185662998818,0.0,0.0,35915.598079173724,553.9579871482554,4.555500376688955,553.9579871482554,20.75258368201321,0.0,0.0,56.06401175248068,0.005524084573967,0.000209757315344,110.95282007138522,0.0044790210790429,0.0001273561404301,396.8381844092043,0.0036655088326203,7.493529289421237e-05,4153.681194242987,0.0046547154595282,1775870.9857555854,35915.598079173724,5944.884170785656,8962799303020.818,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,1.0,554.0,0.0,554.0,0.0,0.0,0.0,udp
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1505913465.373345,0.0,1.0,1505913465.373345,0.0,1.0,1505913465.373345,0.0,1.0,1505913465.373345,0.0,1.0,1505913465.373345,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
174.3743510554424,373.7280180629928,56555.959652236335,256.87978123801327,402.3519245222864,51913.70502155357,675.4098850756078,427.48598108327064,46473.94533886592,6219.669322542367,424.781829413912,47126.27854799564,38386.86876702074,425.7219861307507,46893.04606839802,174.3743510554424,373.7280180629928,56555.959652236335,256.87978123801327,402.3519245222864,51913.70502155357,675.4098850756078,427.48598108327064,46473.94533886592,6219.669322542367,424.781829413912,47126.27854799564,38386.86876702074,425.7219861307507,46893.04606839802,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507656060.202436,0.0,1.0,1507656060.202436,0.0,1.0,1507656060.202436,0.0,1.0,1507656060.202436,0.0,1.0,1507656060.202436,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1505913443.492575,0.0,1.0,1505913443.492575,0.0,1.0,1505913443.492575,0.0,1.0,1505913443.492575,0.0,1.0,1505913443.492575,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1505913464.308443,0.0,1.0,1505913464.308443,0.0,1.0,1505913464.308443,0.0,1.0,1505913464.308443,0.0,1.0,1505913464.308443,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
117.39240177655827,225.36351946119856,54336.485215862434,159.21834529708138,258.53816286336485,58640.546884900126,401.4964492367936,307.01482321536264,60979.84366098438,3900.420314002431,337.702831793968,60046.650639985506,37242.389564073914,343.55503637988136,59650.939222777335,117.39240177655827,225.36351946119856,54336.485215862434,159.21834529708138,258.53816286336485,58640.546884900126,401.4964492367936,307.01482321536264,60979.84366098438,3900.420314002431,337.702831793968,60046.650639985506,37242.389564073914,343.55503637988136,59650.939222777335,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,1507656309.332898,0.0,1.0,1507656309.332898,0.0,1.0,1507656309.332898,0.0,1.0,1507656309.332898,0.0,1.0,1507656309.332898,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.0,udp
